STREETA,STREETB,DIRECTION,AM_PEAKVOL,PM_PEAKVOL,DATE
DIXIEANNE AV,BOXWOOD ST,EB,41,62,11/10/2005
EDGEWATER RD,EL CAMINO AV,SB,41,63,04/03/2001
EL CAMINO AV,EDGEWATER RD,SB,41,63,04/02/2001
U ST,20TH ST,EB/WB,41,63,08/07/1998
HELEN WY,STOVER WY,SB,41,63,01/11/2006
OREGON DR,ALMA WY,EB,41,63,02/13/2007
W CURTIS DR,CURTIS WY,SB,41,63,09/16/2008
LAMPASAS AV,HAWTHORNE ST,EB,41,64,02/28/1994
TIERRA WOOD WY,TIERRA GREEN WY,EB/WB,41,64,08/04/1994
KERN ST,ROANOKE AV,SB,41,64,09/07/2005
PRESIDIO ST,SOUTH AV,NB/SB,41,64,09/07/2005
NEVIS CT,DEL RIO RD,EB/WB,41,66,03/15/2000
ESMERALDA ST,FRUITRIDGE RD,NB/SB,41,66,04/04/2000
BIRCHWOOD LN,DEL RIO RD,EB/WB,41,66,08/28/2002
34TH AV,28TH ST,EB/WB,41,68,03/10/1993
34TH ST,16TH AV,NB,41,68,03/04/2003
25TH AV,LIPPITT LN,EB/WB,41,69,06/17/1999
ALCOTT DR,WHITTIER DR,NB/SB,41,70,06/17/1997
WOODLAKE DR,CAMBRIDGE ST,EB/WB,41,71,04/21/1998
PLAZA AV,TRACTION AV,NB,41,72,05/19/2004
33RD ST,5TH AV,SB,41,74,06/02/2010
NATOMAS CROSSING DR,BILSTED WY,WB,41,75,08/11/2009
CYPRESS ST,NOGALES ST,SB,41,86,05/21/2002
E ST,22ND ST,EB,41,111,01/18/2006
20TH ST,D ST,NB,41,115,12/04/2018
7TH ST,RICHARDS BL,SB,41,212,05/20/2015
SORENTO RD,DEL PASO BL,NB/SB,41,215,03/02/1999
GATEWAY OAKS DR,WEALD WY,NB,4,3,06/16/2004
TUNIS RD,BARROS DR,SB,4,6,05/06/1997
MAY ST,GRACE AV,NB,40,17,06/20/2017
MARSHALL WY,21ST ST,WB,40,18,05/13/2008
TERALBA WY,LETTY CT,WB,40,20,04/06/2005
MIDFIELD WY,Btwn BELMAR ST & CHIPLAY ST,WB,40,20,01/22/2013
BAINES AV,NORTH BEND DR,SB,40,21,06/05/2007
83RD ST,POWER RIDGE RD,NB,40,22,04/25/2018
WINDSONG ST,WINDCATCHER CT,SB,40,23,03/16/2017
BROADWAY,18TH ST,SB,40,25,05/24/2016
H ST,MISSION WY,NB,40,27,09/23/2003
MAYBROOK DR,FREDERICKSBURG WY,EB/WB,40,27,03/16/2010
P ST,52ND ST,NB,40,29,01/10/2006
CHESTNUT HILL DR,BELHAVEN WY,SB,40,29,09/07/2006
BELINDA WY,CANDLEWOOD WY,WB,40,30,12/11/2007
69TH AV,AMHERST ST,EB/WB,40,31,01/13/1999
CAMP VERDE WY,DEL SOL WY,NB,40,32,01/26/2003
STANDRICH ST,BELL AV,SB,40,33,05/25/1994
BERTHOUD ST,BAUMGART WY,EB/WB,40,33,04/29/2009
STALLINGS DR,ROCK CREEK WY,EB,40,33,07/14/2009
LAND PARK DR,WELLER WY,EB,40,33,01/12/2016
LAND PARK DR,8TH AV,EB,40,33,11/01/2018
LERNER WY,CENTER PK,WB,40,34,02/16/2006
MASTERS ST,WHITEHOUSE RD,EB,40,34,03/19/2008
BELDEN ST,HARRIS AV,SB,40,35,12/16/1992
CARMELA WY,MURIETA WY,WB,40,36,04/03/2002
32ND SF,M ST,SB,40,36,11/08/2005
RANCHO ADOBE DR,RANCHO PLAZA DR,EB/WB,40,36,01/21/2009
54TH ST,F ST,NB/SB,40,37,02/24/1996
ROBERTSON WY,GOVAN WY,EB/WB,40,37,02/06/2007
22ND AV,34TH ST,EB/WB,40,38,02/28/2004
37TH ST,J ST,NB,40,39,05/09/2002
SUNNYFIELD WY,HERMITAGE WY,NB,40,39,06/17/2003
HALKEEP WY,LION GATE WY,NB,40,39,07/16/2003
BRANCH ST,LAS PALMAS AV,NB,40,39,12/02/2009
QUONSET DR,Btwn 21ST AV & 25TH AV,NB/SB,40,39,01/22/2013
78TH ST,Btwn FRUITRIDGE RD & VANDENBERG DR,NB/SB,40,39,09/18/2012
SANDCASTLE WY,WATERWHEEL DR,EB/WB,40,39,10/28/2015
WAINSCOTT WY,WATER MILL WY,NB/SB,40,39,01/28/2016
CARMELA WY,MURIETA WY,NB,40,40,04/03/2002
KNIGHT WY,MURIETA WY,EB/WB,40,40,07/01/1997
JACINTO RD,SERIO WY,SB,40,40,05/19/2004
MORELL ST,WEST EL CAMINO AV,NB/SB,40,42,06/05/1996
WILMINGTON AV,ARLINGTON AV,EB,40,42,01/15/2008
YVONNE WY,YVONNE WY,EB/WB,40,43,11/13/2002
OSUNA WY,EL CONDE CT,EB/WB,40,43,01/19/2006
FRIENZA AV,CLAY ST,EB,40,43,02/14/2007
PEBBLEWOOD DR,BRIDGEFORD DR,EB,40,44,09/13/2005
Y ST,37TH ST,EB,40,44,06/18/2008
56TH ST,HOGAN DR,EB/WB,40,45,05/18/2000
42ND ST,U ST,NB/SB,40,45,11/09/2004
POMEGRANATE AV,CENTER PK,EB,40,45,04/13/2011
7TH AV,STOCKTON BL,EB/WB,40,46,03/10/1999
MEISTER WY,36TH WY,NB,40,46,07/16/2003
AIRPORT RD,SAN JUAN RD,NB/SB,40,47,10/01/1996
VANDENBERG DR,PRISCILLA LN,EB/WB,40,47,06/17/1997
NORWICH CT,NORTHVIEW DR,EB/WB,40,47,05/18/2005
CROMWELL WY,FLORIN RD,NB/SB,40,48,08/29/1994
4TH AV,10TH ST,EB/WB,40,48,10/13/1999
27TH ST,U ST,NB/SB,40,48,07/22/2004
LOS ROBLES BL,MONTROSE ST,WB,40,48,10/24/2007
MAY ST,GRAND AV,NB/SB,40,49,01/22/2002
KANKAKEE DR,LONGBOAT KEY WY,NB,40,49,01/23/2019
BELL AIR DR,SEAMAS AV,NB/SB,40,50,03/21/2000
D ST,15TH ST,WB,40,50,03/08/2006
9TH AV,CUTTER WY,WB,40,50,09/16/2008
ALBATROSS WY,FRIENZA AV,NB,40,50,08/03/2016
HARRIS AV,DRY CREEK RD,EB,40,51,07/09/1996
LOCHINVAR WY,LA ALMENDRA WY,EB/WB,40,51,01/09/1997
KROY WY,T ST,NB/SB,40,51,06/18/1997
FAIRFIELD ST,DEL PASO BL,SB,40,51,11/09/2005
ARDWELL WY,LA CORUNA DR,EB/WB,40,51,05/16/2012
5TH AV,27TH ST,EB/WB,40,51,08/09/2016
REGATTA DR,NORTHVIEW DR,EB/WB,40,52,03/01/1993
CHOCKER WY,SMILAX WY,NB/SB,40,52,02/01/2006
RANCHO ADOBE DR,RANCHO PLAZA DR,EB/WB,40,52,01/21/2009
EDGEWATER RD,EL CAMINO AV,NB/SB,40,54,08/31/1993
4TH AV,43RD ST,EB,40,54,06/18/2008
56TH ST,FRUITRIDGE RD,NB/SB,40,55,04/04/2000
25TH ST,P ST,SB,40,55,12/10/1996
MC LAREN AV,MC ALLISTER AV,NB/SB,40,55,09/23/2003
20TH AV,FREEPORT BL,EB/WB,40,56,05/09/2000
79TH ST,38TH AV,NB/SB,40,57,11/03/1992
11TH AV,44TH ST,EB/WB,40,57,10/10/1994
38TH AV,MC LAREN AV,EB/WB,40,58,06/02/1999
25TH ST,R ST,NB,40,61,10/19/1993
N ST,33RD ST,EB/WB,40,61,11/08/2005
36TH ST,5TH AV,NB/SB,40,61,06/02/2010
F ST,PICO WY,WB,40,62,03/05/1998
O ST,25TH ST,EB,40,62,01/10/2006
8TH AV,44TH ST,EB,40,62,01/12/2016
4TH AV,22ND ST,EB/WB,40,63,12/01/1994
MCKINLEY BL,MEISTER WY,SB,40,63,11/08/2006
FELL ST,HARRIS AV,NB/SB,40,64,09/17/2019
LINDBROOK WY,GRANDSTAFF DR,EB/WB,40,65,03/14/2006
HONOR PK,MIKE GARTRELL CR,NB,40,67,01/25/2005
CULPEPPER DR,HAMBURG WY,SB,40,67,05/11/2005
4TH AV,42ND ST,WB,40,70,09/15/2005
46TH ST,PERRY AV,NB/SB,40,74,02/23/1999
33RD ST,10TH AV,SB,40,74,10/18/2007
ZENOBIA WY,ZENOBIA WY,NB/SB,40,76,04/29/2003
D ST,22ND ST,EB/WB,40,77,11/02/1999
REGENCY PARK CR,HONOR PK,EB,40,81,04/28/2009
STANDISH RD,FRUITRIDGE RD,NB/SB,40,88,06/25/1997
12TH AV,46TH ST,EB/WB,40,93,06/10/1999
BARANDAS DR,SWEET MAPLE WY,SB,40,96,02/03/2009
MONALEE AV,CARLSON DR,NB/SB,40,103,09/14/2002
26TH ST,CASTRO WY,SB,40,117,03/07/2007
42ND ST,13TH AV,NB/SB,40,122,07/20/1993
45TH AV,HERMOSA ST,EB,39,17,08/11/1992
CASA LINDA DR,CASA LINDA CT,EB,39,20,06/12/2012
ATRISCO CR,SOUTH LEG NEAR 2189,EB/WB,39,21,05/20/2006
WINDSONG ST,WINDCATCHER CT,NB,39,21,03/16/2017
EDNA ST,24TH ST,EB,39,23,05/05/2009
56TH ST,FRUITRIDGE RD,SB,39,25,05/03/2018
PLOVER ST,GLENROSE AV,SB,39,26,09/07/2005
GOVAN WY,ROBERTSON WY,WB,39,27,11/14/2001
E ST,11TH ST,SB,39,28,01/26/2005
WOODSIDE GLEN WY,STONECREEK DR,EB/WB,39,29,06/02/2005
52ND ST,F ST,SB,39,29,11/06/2012
11th St,from F St to G St,SB,39,29,09/18/2012
VALLEY GREEN DR,VALLEY HI DR,SB,39,29,04/19/2016
DEER WATER DR,DEER LAKE DR,NB/SB,39,30,01/08/2015
VINCI AV,RALEY BL,WB,39,30,06/26/2016
11TH AV,FREEPORT BL,WB,39,31,03/13/2007
VINCI AV,RALEY BL,WB,39,32,06/27/2016
GLENRIO WY,AQUINO DR,EB/WB,39,34,01/19/2006
CARLIN AV,JACINTO AV,SB,39,35,10/14/1997
38TH ST,H ST,NB,39,35,12/13/2005
22ND ST,S of C ST,NB/SB,39,35,07/24/2013
38TH ST,H ST,SB,39,36,07/01/2003
DUNLAY DR,BURBERRY WY,SB,39,36,08/10/2010
58TH ST,Btwn BROADWAY & 2ND AV,SB,39,36,06/12/2013
VISTA AV,FRUITRIDGE RD,NB,39,36,05/03/2018
BRANCH ST,LAS PALMAS AV,SB,39,37,12/02/2009
18TH AV,63RD ST,EB/WB,39,37,10/17/2018
VENTURA ST,ENCINAL AV,SB,39,38,09/13/2005
21ST ST,H ST,SB,39,38,12/04/2007
K ST,9TH ST,WB,39,38,11/15/2018
TROUTDALE WY,BASSETT WY,EB/WB,39,38,04/19/2017
LOCHINVAR WY,LA ALMENDRA WY,EB,39,39,02/08/1993
PINELL ST,GRAND AV,SB,39,39,06/14/2011
CLIFFWOOD WY,CHIPLAY ST,EB/WB,39,40,08/27/1998
33RD AV,79TH ST,EB/WB,39,41,07/10/1992
ALVERN WY,CENTER PARKWAY,EB,39,41,06/07/1993
63RD ST,FOLSOM BL,NB/SB,39,41,11/25/1997
TORRANCE AV,29TH ST,EB,39,41,03/18/2003
H ST,MISSION WY,SB,39,41,09/23/2003
TAYLOR ST,SOUTH AV,NB,39,41,10/15/2009
SONOMA AV,BRANCH ST,WB,39,41,01/12/2016
SONOMA AV,BRANCH ST,EB/WB,39,41,01/12/2016
LAMPASAS AV,FAIRFIELD ST,EB/WB,39,42,08/03/2005
42ND ST,F ST,NB/SB,39,43,04/13/2004
32ND AV,GILGUNN WY,EB/WB,39,44,03/24/1998
NORWICH CT,NORTHVIEW DR,WB,39,44,09/13/2005
BALFOUR WY,68TH AV,NB/SB,39,44,03/11/2008
ACACIA AV,RIO LINDA BL,WB,39,44,12/08/2009
15TH ST,U ST,WB,39,44,03/09/2016
NEWPORT AV,19TH ST,EB/WB,39,45,09/05/2001
ORENZA WY,MONTRIL WY,NB/SB,39,45,03/14/2006
13TH ST,F ST,SB,39,46,12/01/1992
CUNNINGHAM WY,FARO DR,SB,39,46,05/03/1994
36TH ST,H ST,SB,39,46,01/24/2006
59TH ST,33RD AV,NB,39,47,03/30/1994
BELLEVIEW AV,FRUITRIDGE RD,NB,39,47,10/25/1995
PIEDMONT DR,SEAMAS AV,EB/WB,39,48,05/22/2000
23RD ST,10TH AV,NB/SB,39,48,03/02/1993
NORWICH CT,NORDELL WY,EB/WB,39,48,11/17/1994
38TH ST,F ST,NB/SB,39,48,06/10/1998
2ND AV,45TH ST,SB,39,48,08/04/2004
WHITTIER DR,25TH AV,NB/SB,39,49,06/17/1997
CLIFTON RD,ABBEY RD,SB,39,49,05/18/2016
AMERICAN AV,JEFFERSON AV,NB/SB,39,50,05/19/2011
CUTTER WY,SUTTERVILLE RD,NB/SB,39,51,06/02/1993
EMERSON RD,FRUITRIDGE RD,NB,39,51,11/15/1994
D ST,22ND ST,EB/WB,39,51,04/15/1998
JOE'S ALLEY,CANTERBURY RD,EB/WB,39,51,09/23/1999
LARSON WY,22ND AV,NB,39,51,06/16/2005
11TH AV,53RD ST,EB/WB,39,51,04/08/2008
LOMA VERDE WY,W of 32nd ST,WB,39,53,03/29/2006
MORRISON AV,VERN ST,WB,39,54,07/30/1992
34TH AV,JAMES WY,EB,39,54,02/21/2007
COUGAR DR,CAMP VERDE WY,WB,39,55,05/03/1994
LOMA VERDE WY,MEADOW WOOD CR,SB,39,55,09/18/1997
28TH ST,BROADWAY,EB/WB,39,55,03/04/2004
EDNA ST,24TH ST,EB/WB,39,56,08/27/1997
DANBROOK DR,NORTH BEND DR,NB,39,56,01/29/2003
FLORA SPRINGS WY,Btwn STEMMLER DR & SAINTSBURY DR,EB/WB,39,56,07/18/2012
15TH ST,U ST,EB,39,56,03/09/2016
MC LAREN AV,MC ALLISTER AV,NB/SB,39,57,05/14/1996
ALTOS AV,LAMPASAS AV,SB,39,57,10/02/1996
RIPLEY ST,CONIFER WY,NB/SB,39,57,05/11/2004
V ST,25TH ST,EB/WB,39,57,07/20/2016
EMMONS ST,MAC ARTHUR ST,NB/SB,39,58,10/29/1998
LOMA VERDE WY,69TH AV,SB,39,58,04/15/2008
59TH ST,33RD AV,NB,39,61,07/31/1998
CALVADOS AV,BEAUMONT ST,EB,39,61,03/06/2008
FERRAN AV,AMHERST ST,EB/WB,39,61,05/28/2008
WILSON AV,AMERICAN AV,EB/WB,39,62,06/01/2000
LIDO CR,LA RIVIERA DR,SB,39,63,01/25/1993
CALVADOS AV,OXFORD ST,WB,39,64,11/09/2005
HELEN WY,STOVER WY,SB,39,64,02/13/2007
South Av,Dayton St & Astoria St,WB,39,64,08/02/2012
D ST,21ST ST,EB/WB,39,65,12/04/2018
V ST,20TH ST,EB,39,67,02/11/2020
14TH ST,Q ST,SB,39,68,08/25/2016
SANTA CRUZ WY,2ND AV,SB,39,69,05/22/2002
9TH AV,37TH ST,WB,39,70,09/15/2005
LONSDALE DR,SEAMAS AV,SB,39,71,09/13/2005
ACACIA AV,ALTOS AV,EB/WB,39,73,01/22/2003
WHITEHOUSE RD,SHELDON RD,NB,39,77,05/23/2012
ELKHORN BL,LONE TREE RD,EB,39,77,03/04/2014
60TH ST,14TH AV,SB,39,78,08/04/2005
BROADWAY,18TH ST,NB,39,78,05/24/2016
CARROLL AV,TAYLOR ST,EB/WB,39,79,10/01/1996
34TH ST,12TH AV,NB,39,79,09/21/2005
MARSHALL WY,26TH ST,WB,39,79,03/07/2007
36TH WY,SAN ANTONIO WY,EB,39,82,12/05/2013
BARANDAS DR,DELPHINIUM WY,SB,39,85,11/17/2015
FUNSTON DR,PEBBLEWOOD DR,NB/SB,39,86,08/09/1994
ALBATROSS WY,EL CAMINO AV,SB,39,86,05/24/2017
FRONT ST,V ST,SB,39,101,10/17/2018
FRONT ST,U ST,NB,39,101,10/17/2018
62ND ST,11TH AV,SB,39,103,01/25/1995
73RD ST,17TH AV,SB,39,103,08/23/2005
FAIRWEATHER DR,OMALLEY WY,NB,39,109,12/01/2015
WEST RIVER DR,BARANDAS DR,WB,39,115,02/03/2009
WYCLIFFE WY,HOLSTEIN WY,WB,4,5,05/19/2009
NOLDER WY,FRUITRIDGE RD,NB,4,5,11/09/2006
TURNSTONE DR,MAPLEGROVE WY,NB,38,14,08/24/1992
MINDEN WY,BIXBY CT,EB,38,16,03/05/2008
V ST,5TH ST,WB,38,16,12/09/2008
FAR NIENTE WY,SAINTSBURY DR,WB,38,17,12/01/2005
34TH ST,J ST,SB,38,21,11/08/2005
ROCKYBEND DR,PEBBLEWOOD DR,EB,38,22,04/06/2005
CANDIDO DR,GLENRIO WY,NB/SB,38,22,01/19/2006
SAN ANTONIO WY,36TH WY,SB,38,22,12/05/2012
SAN ANTONIO WY,36TH WY,SB,38,22,04/05/2013
BAINES AV,NORTH BEND DR,SB,38,24,04/28/2009
OAKHURST WY,Btwn AMHERST ST & ELBOW,SB,38,25,01/29/2013
W PACIFIC AV,WILMINGTON AV,NB,38,27,01/15/2008
RANCHO GRANDE WY,RANCHO ADOBE DR,SB,38,27,01/21/2009
MAHOGANY ST,VERANO ST,SB,38,28,10/24/2007
HOLLYBROOK DR,FALMOUTH WY,EB/WB,38,30,10/29/1996
32ND ST,MARSHALL WY,SB,38,30,06/02/2010
14TH ST,VALLEJO WY,NB/SB,38,31,01/06/2004
POCKET RD,PARK RIVIERA WY,NB,38,31,04/21/2009
WAINSCOTT WY,Btwn GEORGICA WY & WATER MILL WY,NB/SB,38,34,04/16/2013
ARGAIL WY,BABICH AV,EB/WB,38,35,03/03/2004
PANTANO DR,PRADERA MESA DR,SB,38,35,07/14/2009
6TH ST,RAILYARDS BL,SB,38,35,11/29/2016
25TH ST,D ST,NB/SB,38,36,12/08/1998
DEER WATER DR,DEER CROSS WY,NB/SB,38,36,11/12/2008
OSUNA WY,LEJANO WY,EB/WB,38,38,10/08/2002
45TH AV,D ST,SB,38,38,01/31/2006
41st St,Btwn E St & H St,SB,38,38,09/05/2012
61ST ST,8TH AV,NB,38,39,12/07/2006
KNIGHTLINGER ST,GRAND AV,NB/SB,38,39,10/15/2009
24TH ST,I ST,SB,38,40,01/10/2001
BRUCEVILLE RD,DAMASCAS DR,EB,38,40,07/01/2003
61ST ST,M ST,NB,38,40,04/08/2008
W CURTIS DR,CURTIS WY,NB,38,40,09/16/2008
POPPY HILL WY,CARNEROS CREEK WY,EB,38,40,05/20/2015
15TH AV - SUTTERVILLE AY,22ND ST,EB/WB,38,41,05/10/2000
60TH AV,17TH ST,EB/WB,38,41,03/04/1993
40TH AV,40TH AV,SB,38,41,06/15/1994
ORENZA WY,SAN SEBASTIAN WY,NB/SB,38,41,06/17/2003
56TH AV,LOS ALTOS WY,WB,38,41,04/19/2012
YREKA AV,CANYON TREE DR,WB,38,42,05/24/1995
46TH ST,D ST,NB/SB,38,42,01/09/1997
ACACIA AV,approach to Rio Linda Av,WB,38,42,01/15/2013
MORRISON AV,OPPORTUNITY ST,WB,38,42,09/07/2016
50TH ST,J ST,NB/SB,38,43,01/22/1998
R ST,17TH ST,EB,38,43,03/13/1998
BAYOU WY,TARBORO LN,SB,38,43,12/13/2005
NORTH AV,PINELL ST,EB,38,43,07/20/2006
RIPLEY ST,GRAND AV,EB/WB,38,44,08/14/1998
33RD ST,5TH AV,NB,38,44,06/02/2010
ZEPHYR RANCH DR,HARBOR LIGHT WY,EB/WB,38,45,07/28/1998
SHAW RIVER WY,PAYNE RIVER CR,EB/WB,38,45,10/05/1992
HOLLYHURST WY,LISBON WY,EB/WB,38,45,03/10/1993
12TH AV,44TH ST,WB,38,45,08/29/1994
25TH AV,71ST ST,EB/WB,38,45,11/29/1994
34TH ST,12TH AV,SB,38,45,09/21/2005
D ST,PALA WY,EB,38,45,04/27/2016
D ST,PALA WY,EB/WB,38,45,04/27/2016
26TH ST,O ST,SB,38,47,01/03/1994
11TH AV,RIVERSIDE BL,EB,38,47,12/19/1994
CLAY ST,ACACIA AV,NB/SB,38,47,12/03/2009
COLFAX ST,EL MONTE AV,WB,38,48,02/27/2008
CIBOLA WY,59TH ST,NB/SB,38,49,12/16/1991
42ND ST,CATALA WY,NB/SB,38,49,01/09/1997
BRDLAND ST,CITRINE CR,NB/SB,38,49,09/29/2004
SWANSTON DR,GOVAN WY,EB/WB,38,50,08/07/1995
ALTOS AV,BELASCO AV,NB,38,50,03/10/1999
36TH ST,PANSY AV,NB,38,50,09/07/2006
MEAD AV,17TH AV,SB,38,50,10/30/2019
BRIDGE RD,PARK RD,NB/SB,38,51,02/06/1996
LAKE FRONT DR,STILL BREEZE WY,SB,38,51,04/21/2009
ALBATROSS WY,IRIS AV,NB,38,52,08/31/1994
TAYLOR ST,FORD RD,NB/SB,38,52,10/06/1998
MC ALLISTER AV,MC LAREN AV,EB/WB,38,52,06/02/1999
CHOCKER WY,SMILAX WY,NB/SB,38,52,04/29/2003
RIVERA DR,ALVARADO BL,EB/WB,38,52,04/04/2012
KENWORTHY WY,DENISE ST,EB,38,53,02/22/1993
SANTA ANA AV,DRY CREEK RD,WB,38,53,03/06/2008
G ST,24TH ST,EB,38,53,05/18/2005
EDGEWATER RD,DEL PASO BL,NB/SB,38,54,03/03/1999
ACACIA AV,ALTOS AV,EB/WB,38,54,11/02/2016
SUN RIVER DR,ANDORA WY,NB/SB,38,55,02/23/1993
MAPLEGROVE WY,TURNSTONE DR,EB,38,56,08/24/1992
CALVADOS AV,EMPRESS ST,EB/WB,38,57,11/09/2005
JEFFERSON AV,NORTHGATE BL,EB/WB,38,58,03/18/2003
CALVADOS AV,EVERGREEN ST,EB,38,58,11/10/2005
MARSHALL WY,21ST ST,EB,38,58,03/29/2005
22ND Av,Btwn CUSTIS AV & ATTAWA AV,EB,38,58,09/18/2012
MABRY DR,BURBERRY WY,EB,38,58,01/15/2014
D ST,Btwn 20TH ST & 21ST ST,WB,38,59,09/11/2013
R ST,12TH ST,WB,38,60,10/08/2002
SUNNYFIELD WY,WINDCHIME CT,NB/SB,38,60,06/17/2003
7TH AV,LAND PARK DR,WB,38,61,01/20/1993
45TH ST,Btwn D ST & SPD HMP TO SOUTH,NB,38,61,02/14/2013
11TH AV,LAND PARK DR,WB,38,62,08/06/1996
BLACKWOOD ST,CANTALIER ST,EB/WB,38,62,03/03/1999
D ST,Btwn 20TH ST & 21ST ST,EB/WB,38,62,09/11/2013
38TH ST,16TH AV,NB/SB,38,65,08/19/2003
HARRIS AV,MARYSVILLE BL,EB,38,66,03/15/2006
COLOMA WY,PICO WY,NB,38,67,01/31/2006
ARCADE BL,ALTOS AV,EB/WB,38,68,06/08/2005
19TH ST,FERRAN AV,SB,38,68,05/28/2008
53RD AV,SUN RIVER DR,EB/WB,38,69,08/12/1997
BLACKWOOD ST,CANTALIER ST,EB/WB,38,69,09/23/1999
GRACE AV,NORWOOD AV,EB,38,70,11/14/2006
BELDEN ST,ROANOKE AV,NB/SB,38,72,09/13/2001
15TH AV,58TH ST,EB/WB,38,72,12/15/1993
17TH ST,O ST,NB,38,72,05/17/1995
HENRIETTA DR,MATSON DR,NB,38,73,03/13/2003
CASA DEL SOL WY,Rancho Adobe Dr,EB/WB,38,73,03/26/2013
HUNTERS CREEK DR,RIO LINDA BL,WB,38,78,06/15/1994
44TH ST,4TH AV,NB/SB,38,79,06/18/2008
48TH ST,FRUITRIDGE RD,NB/SB,38,83,02/09/1999
SLOAT WY,25TH ST,SB,38,86,04/22/2003
2ND AV,RIVERSIDE BL,EB,38,101,12/17/2019
VANDENBERG DR,BRADFORD DR,EB/WB,38,104,06/19/1997
38TH ST,20TH AV,NB/SB,38,105,02/09/1994
NATOMAS CROSSING DR,CITRINE CIR,WB,38,121,07/10/2007
MABRY DR,NATOMAS BL,WB,38,122,02/01/2005
2ND AV,RIVERSIDE BL,EB,38,144,12/19/2018
D St,from 11th St to 12th St,EB,38,146,09/18/2012
CARMEL ST,CYPRESS AV,WB,4,12,12/10/2002
27TH AV,ESMERALDA ST,WB,37,9,03/03/1998
WOODRIDGE OAK WY,TRUXEL RD,EB,37,15,05/06/2009
MARINA GLEN WY,WEST RIVER DR,NB,37,16,08/31/2005
EL DOURO DR,GRAND RIVER DR,NB,37,20,06/30/2005
EL DOURO DR,GRAND RIVER DR,NB,37,20,06/30/2005
AQUINO DR,AQUINO DR,EB,37,21,01/19/2006
CUNNINGHAM WY,FARO DR,SB,37,24,01/21/2009
19TH ST,DANVERS WY,NB,37,25,05/28/2008
FORDHAM WY,13TH ST,EB/WB,37,26,02/23/1993
73RD ST,LIPPITT LN,WB,37,27,07/31/1997
DAYTON ST,RENE AV,NB/SB,37,29,08/31/2005
ROANOKE AV,IVY ST,EB,37,29,10/06/2015
47TH AV,HOLSTEIN WY,WB,37,30,05/22/2007
CAMELLIA AV,SANDBURG DR,SB,37,30,10/25/2016
34TH ST,19TH AV,NB,37,31,08/13/2003
MONAGHAN CR,PEDRICK ST,EB/WB,37,31,04/15/2008
VALLECITOS WY,SUN RIVER DR,EB/WB,37,32,02/24/1996
WILMINGTON AV,W PACIFIC AV,WB,37,32,01/15/2008
PARKLIN AV,GREENHAVEN DR,NB/SB,37,32,01/08/2008
3RD AV,10TH ST,SB,37,32,10/01/2015
8TH AV,LAND PARK DR,EB,37,33,11/14/2007
V ST,Btwn 34TH ST & 36TH ST,WB,37,33,03/13/2013
KOS ISLAND AV,NATOMAS CENTRAL DR,EB/WB,37,33,04/25/2019
27TH ST,3RD AV,NB,37,35,03/07/2007
RIVER CITY WY,BANNON CREEK DR,NB/SB,37,36,09/05/2001
69TH AV,AMHERST ST,EB/WB,37,36,01/12/1999
G ST,25TH ST,NB,37,36,09/23/2003
23RD ST,24TH AV,SB,37,36,05/05/2009
8TH AV,19TH ST,EB/WB,37,36,04/04/2012
CUNNINGHAM WY,FARO DR,SB,37,37,01/21/2009
YVONNE WY,SAN REMO WY,EB/WB,37,38,03/01/2001
56TH AV,LAS PALAMITAS WY,EB,37,38,04/04/1995
52ND ST,19TH AV,NB/SB,37,38,07/01/1997
3RD AV,ALHAMBRA BL,EB,37,38,06/02/2010
TIERRA GREEN WY,TIERRA ARBOR WY,NB/SB,37,39,03/20/1995
64TH ST,BROADWAY,NB/SB,37,39,05/28/1997
MIRAMONTE DR,TERALBA WY,SB,37,39,04/06/2005
SUNRISE SOUTH DR,DRESHER PARK WY,SB,37,40,07/14/2009
FALLBROOK WY,Btwn CONWAY CT & MERRIBROOK DR,EB/WB,37,40,01/09/2013
24TH ST,V ST,WB,37,40,06/28/2016
8TH AV,KROY WY,WB,37,41,06/10/1997
28TH ST,T ST,NB,37,42,12/07/2005
LOS ROBLES BL,MONTROSE ST,WB,37,43,05/20/2009
HAGGIN AV,NORTHVIEW DR,EB,37,43,06/26/2018
CABRILLO WY,FRUITRIDGE RD,NB/SB,37,44,04/04/2000
ALTOS AV,LAMPASAS AV,SB,37,44,05/15/1997
RIO ALTA WY,RIO PACIFICA WY,NB/SB,37,44,04/29/2003
SANTA YNEZ WY,H ST,NB/SB,37,44,01/08/2004
16TH AV,SUMAC LN,EB,37,44,10/20/2005
WOODSIDE GLEN WY,BROOKSTONE WY,EB/WB,37,44,09/13/2005
HAYES AV,TAYLOR ST,EB/WB,37,44,04/28/2009
JEFFERSON AV,NORTHGATE BL,EB/WB,37,44,04/13/2011
CASA LINDA DR,24TH ST,WB,37,44,04/05/2016
1ST AV,34TH ST,EB,37,45,09/18/2001
RIPLEY ST,GRAND AV,NB/SB,37,45,03/09/2006
13TH ST,E ST,NB,37,45,05/27/2009
URBANA WY,YARDIS CT,EB/WB,37,46,04/06/2005
36TH ST,FOLSOM BL,NB/SB,37,47,05/22/2002
39TH AV,24TH ST,EB/WB,37,47,10/18/1995
SONOMA AV,CLAY ST,WB,37,47,12/02/2009
JIBBOOM ST,RICHARDS BL,NB/SB,37,48,01/26/2005
SONOMA AV,BRANCH ST,WB,37,48,12/02/2009
